CID,FSA,Comm_Name,PR,HR,health_region,HR_UID,HR_NAME,pop.2016,area.km2,pop.km2
492388456,T3L,CALGARY,48,4832,Calgary,4832,Calgary Zone,30168,57.580049818663745,523.93146749625555
492388474,S7K,SASKATOON,47,4704,Saskatoon,474,Saskatoon,39174,1266.1040237434522,30.94058565912728
492388475,J0K,RAWDON,24,2414,Lanaudière,2414,Région de Lanaudière,139128,12156.545269230472,11.444698877743498
492388485,V2L,PRINCE GEORGE,59,5905,Northern,594,Northern,9947,8.262007290608095,1203.9447134484299
492388486,V0X,HOPE,59,5901,Interior,592,Interior,20629,10731.965791798639,1.9222014307727917
492388491,L6C,MARKHAM,35,3570,York,3570,York Region Public Health,50929,53.139512562773675,958.4017154812552
492388492,V0H,SUMMERLAND,59,5901,Interior,592,Interior,53380,10031.372242369169,5.321305870251798
492388501,N4N,HANOVER,35,3533,Grey Bruce,3533,Grey Bruce Health Unit,9901,143.3340029856024,69.07642146151834
492388512,V1T,VERNON,59,5901,Interior,592,Interior,27997,24.13930549676507,1159.8096723930978
492388520,V9R,NANAIMO,59,5904,Island,593,Vancouver Island,28376,64.60230834178942,439.2412706040159
492388522,G0L,SAINT-PASCAL,24,2401,Bas-Saint-Laurent,2401,Région du Bas-Saint-Laurent,59524,8222.115287602257,7.239499559164958
492388524,V7J,NORTH VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,16743,29.538161885890226,566.8260626602425
492388533,T6X,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,35649,45.605989805039364,781.6736387565667
492388547,V6P,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,30697,9.259614447134112,3315.148829927886
492388559,R3J,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,27636,21.532562238791584,1283.4515323129024
492388564,K1V,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health,54835,35.56988145025114,1541.6132346882714
492388581,V2X,MAPLE RIDGE,59,5902,Fraser,591,Fraser,47944,24.167438986832945,1983.8262559024624
492388586,L9M,PENETANGUISHENE,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit,14825,249.34005686283044,59.456952831913746
492388590,V1Z,WEST KELOWNA,59,5901,Interior,592,Interior,14368,884.94265104004,16.236080364206458
492388596,T5T,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,69914,31.76048098906467,2201.2890807312338
492388608,S7K,SASKATOON,47,4704,Saskatoon,474,Saskatoon,39174,1266.1040237434522,30.94058565912728
492388614,M1G,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,29690,9.064082993480994,3275.56577111589
492388622,R9A,THE PAS,46,4604,Northern,4604,Northern Regional Health Authority,6673,821.5943503298794,8.122013007174058
492388633,N6B,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit,10103,2.977927851497902,3392.627526190124
492388636,M6J,TORONTO,35,3595,Toronto,3595,Toronto Public Health,32684,2.8561856397049197,11443.233782022891
492388637,K7K,KINGSTON,35,3541,Kingston Frontenac Lennox & Addington,3541,"Kingston, Frontenac and Lennox and Addington Health Unit",31621,30.92953623283289,1022.3560987776174
492388641,M6P,TORONTO,35,3595,Toronto,3595,Toronto Public Health,40035,4.167193373426468,9607.18555930158
492388647,E2H,ROTHESAY,13,1302,Zone 2 (Saint John area),1302,Zone 2 (Saint John area),4700,24.139290065967813,194.70332338506424
492388652,M3J,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,25473,13.143767439541138,1938.0288122998993
492388655,H1E,MONTREAL,24,2406,Montréal,2406,Région de Montréal,42420,11.057142533355448,3836.434220869815
492388688,M3A,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,34615,7.460767339488992,4639.603196950901
492388692,L0R,BEAMSVILLE,35,3546,Niagara,3546,Niagara Region Public Health Department,97999,1145.3355658959624,85.56357011697114
492388695,T2Y,CALGARY,48,4832,Calgary,4832,Calgary Zone,61344,44.35744914328562,1382.9469724880614
492388696,J6A,REPENTIGNY,24,2414,Lanaudière,2414,Région de Lanaudière,33489,15.665899652659473,2137.700402945888
492388703,V2J,QUESNEL,59,5905,Northern,594,Northern,22667,22001.145527534383,1.0302645365275322
492388704,T8L,FORT SASKATCHEWAN,48,4834,Edmonton,4834,Edmonton Zone,26423,472.1610171715305,55.961841488495516
492388710,N6E,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit,27508,17.784668083075864,1546.7255206284672
492388718,B1P,SYDNEY,12,1203,Zone 3 - Eastern,1203,Zone 3 - Eastern,14296,45.09114059816198,317.0467593047034
492388722,R2P,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,32557,16.975224823220465,1917.9127427794167
492388727,R3T,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,48009,25.127163851191504,1910.641419155766
492388743,R3T,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,48009,25.127163851191504,1910.641419155766
492388745,P3E,SUDBURY,35,3561,Sudbury,3561,Sudbury and District Health Unit,27210,1211.1808020389115,22.465679735176174
492388752,G9B,TROIS-RIVIERES,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec,16948,83.36808697818586,203.29121867021638
492388758,B2X,DARTMOUTH,12,1204,Zone 4 - Central,1204,Zone 4 - Central,11629,14.277391592814029,814.504520969573
492388765,M5A,TORONTO,35,3595,Toronto,3595,Toronto Public Health,41078,4.097052815917852,10026.231499970889
492388766,L4L,WOODBRIDGE,35,3570,York,3570,York Region Public Health,54282,47.069677601526195,1153.2265094214274
492388799,R2M,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,38195,15.646466669732607,2441.1262175815405
492388814,H4G,VERDUN,24,2406,Montréal,2406,Région de Montréal,29488,2.784564646100351,10589.806216672516
492388817,H1E,MONTREAL,24,2406,Montréal,2406,Région de Montréal,42420,11.057142533355448,3836.434220869815
492388825,M9B,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health,32400,13.346605483228176,2427.5835560371515
492388830,L4M,BARRIE,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit,45991,129.12313890585892,356.1793834142393
492388831,T1B,MEDICINE HAT,48,4831,South,4831,South Zone,32769,4053.72897920789,8.083668189974347
492388844,N5A,STRATFORD,35,3539,Huron Perth,3539,Huron Perth Health Unit,31302,174.03460821362512,179.86077781481956
492388846,T5X,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,41912,19.81023962848484,2115.67354994209
492388857,R4A,WEST ST PAUL,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,4520,84.98918878976822,53.183235001581274
492388874,S7L,SASKATOON,47,4704,Saskatoon,474,Saskatoon,39478,23.819858016198495,1657.3566464230523
492388879,L1P,WHITBY,35,3530,Durham,3530,Durham Region Health Department,17479,13.349240758366207,1309.3628556399808
492388881,S6H,MOOSE JAW,47,4706,South,476,South,27471,46.334317547932045,592.8866864518233
492388885,V9C,VICTORIA,59,5904,Island,593,Vancouver Island,22785,101.12809313240655,225.30831240106252
492388887,M2M,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,32320,7.645224087408014,4227.475824185757
492388897,R2M,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,38195,15.646466669732607,2441.1262175815405
492388900,B3H,HALIFAX,12,1204,Zone 4 - Central,1204,Zone 4 - Central,18814,6.63785552296577,2834.3491259951334
492388930,T6L,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,51562,18.471727941090872,2791.4010083105923
492388946,R3T,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,48009,25.127163851191504,1910.641419155766
492388973,L6X,BRAMPTON,35,3553,Peel,3553,Peel Public Health,67070,26.009127247328113,2578.710133647027
492388982,V0R,GABRIOLA,59,5904,Island,593,Vancouver Island,66795,8869.995216393614,7.530443745510574
492388992,K2K,KANATA,35,3551,Ottawa,3551,Ottawa Public Health,24431,15.402795626447658,1586.1406326816605
492388994,V2R,CHILLIWACK,59,5902,Fraser,591,Fraser,48608,250.52333671439226,194.02583662461467
492388996,E1B,RIVERVIEW,13,1301,Zone 1 (Moncton area),1301,Zone 1 (Moncton area),19667,39.2074354465625,501.614037643574
492388999,J4W,BROSSARD,24,2416,Montérégie,2416,Région de la Montérégie,18319,6.12811527871147,2989.3367155866968
492389019,B3V,HERRING COVE,12,1204,Zone 4 - Central,1204,Zone 4 - Central,5999,137.28653034077544,43.69693068292395
492389029,P6A,SAULT STE. MARIE,35,3526,Algoma,3526,Algoma Public Health Unit,34720,562.6769829941386,61.705029793908736
492389032,V2B,KAMLOOPS,59,5901,Interior,592,Interior,39843,100.43460454011527,396.7058981557102
492389050,M4P,TORONTO,35,3595,Toronto,3595,Toronto Public Health,20039,2.033912187914125,9852.44108328539
492389057,B3N,HALIFAX,12,1204,Zone 4 - Central,1204,Zone 4 - Central,13604,9.838080800381466,1382.7900254155784
492389065,S0K,WARMAN,47,4703,Central,473,Central,89853,34153.32291139317,2.6308713864566906
492389066,L2M,ST CATHARINES,35,3546,Niagara,3546,Niagara Region Public Health Department,32759,16.419811186637098,1995.0899329865736
492389069,N1G,GUELPH,35,3566,Wellington Dufferin Guelph,3566,Wellington-Dufferin-Guelph Health Unit,27330,22.940404034783704,1191.3478053202773
492389074,M6N,YORK,35,3595,Toronto,3595,Toronto Public Health,41243,8.382712973615737,4920.0062234995685
492389099,B3K,HALIFAX,12,1204,Zone 4 - Central,1204,Zone 4 - Central,20591,6.538884018340091,3149.0082928901784
492389120,V5S,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,28773,7.351591914187813,3913.8461894859915
492389127,B2V,DARTMOUTH,12,1204,Zone 4 - Central,1204,Zone 4 - Central,12230,11.904327262219038,1027.3575087955248
492389134,V5S,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,28773,7.351591914187813,3913.8461894859915
492389137,V9M,COMOX,59,5904,Island,593,Vancouver Island,17208,29.065815814743935,592.0356789459549
492389138,L6S,BRAMPTON,35,3553,Peel,3553,Peel Public Health,53308,42.06570337133833,1267.2556436158789
492389151,V0C,BALDONNEL,59,5905,Northern,594,Northern,28830,329263.32985893625,0.08755909749303517
492389176,L2G,NIAGARA FALLS,35,3546,Niagara,3546,Niagara Region Public Health Department,26096,31.720391451821474,822.6884601861209
492389224,K1R,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health,18730,4.269871346420967,4386.549026986399
492389253,E3B,FREDERICTON,13,1303,Zone 3 (Fredericton area),1303,Zone 3 (Fredericton area),36946,545.8159966086666,67.68947819330614
492389297,E3B,FREDERICTON,13,1303,Zone 3 (Fredericton area),1303,Zone 3 (Fredericton area),36946,545.8159966086666,67.68947819330614
492389303,V3M,NEW WESTMINSTER,59,5902,Fraser,591,Fraser,43423,10.451000877328514,4154.913056623893
492389324,T3B,CALGARY,48,4832,Calgary,4832,Calgary Zone,37348,26.877153541002535,1389.5816736330962
492389337,A1E,ST. JOHN'S,10,1011,Eastern,1011,Eastern Regional Health Authority,27115,14.38483546852222,1884.9711600341002
492389355,N2L,WATERLOO,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",27758,15.974223819747692,1737.6744130556717
492389356,N2N,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",26490,10.209182166351257,2594.7230217234414
492389359,K6K,CORNWALL,35,3558,Eastern,3558,Eastern Ontario Health Unit,3153,12.803460931775438,246.26153950100567
492389370,T6W,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,50904,47.75119265790575,1066.0257297588623
492389372,N3T,BRANTFORD,35,3527,Brant,3527,Brant County Health Unit,34317,266.9161535468778,128.5684644559101
492389378,J7V,VAUDREUIL-DORION,24,2416,Montérégie,2416,Région de la Montérégie,63003,109.41092414603902,575.8382948662891
492389392,S7M,SASKATOON,47,4704,Saskatoon,474,Saskatoon,31112,45.63469143865021,681.7620327689946
492389399,K0H,INVERARY,35,3541,Kingston Frontenac Lennox & Addington,3541,"Kingston, Frontenac and Lennox and Addington Health Unit",44019,5908.959618240407,7.449534747896644
492389403,V3E,COQUITLAM,59,5902,Fraser,591,Fraser,39365,86.86571718762855,453.1707245906027
492389419,G0X,SHAWINIGAN,24,2414,Lanaudière,2414,Région de Lanaudière,58779,33322.548740296916,1.7639407014781745
492389432,R2G,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,33030,12.636170253329773,2613.9248947913015
492389437,V9W,CAMPBELL RIVER,59,5904,Island,593,Vancouver Island,28743,97.00738029734177,296.2970437084118
492389442,S0E,TISDALE,47,4702,North,472,North,32755,28801.307003796548,1.1372747769982203
492389451,R1A,ST ANDREWS,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority,21390,444.83328575860463,48.08543039561927
492389456,L4C,RICHMOND HILL,35,3570,York,3570,York Region Public Health,71152,23.60039904500313,3014.86427684217
492389465,T6X,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,35649,45.605989805039364,781.6736387565667
492389471,B0J,HUBBARDS,12,1204,Zone 4 - Central,1204,Zone 4 - Central,39302,5553.879868663486,7.076494438014885
492389476,R2N,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,30306,40.71399486465729,744.3632122257749
492389500,A1E,ST. JOHN'S,10,1011,Eastern,1011,Eastern Regional Health Authority,27115,14.38483546852222,1884.9711600341002
492389503,K9H,PETERBOROUGH,35,3555,Peterborough,3555,Peterborough Public Health,28597,24.58052238862826,1163.4008239479033
492389511,M8Z,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health,17038,8.792718098516689,1937.7398216456263
492389515,L6A,MAPLE,35,3570,York,3570,York Region Public Health,85794,61.782697096733045,1388.6412220831426
492389518,B3K,HALIFAX,12,1204,Zone 4 - Central,1204,Zone 4 - Central,20591,6.538884018340091,3149.0082928901784
492389523,M6R,TORONTO,35,3595,Toronto,3595,Toronto Public Health,19857,2.3466548388690107,8461.832422517766
492389535,E1B,RIVERVIEW,13,1301,Zone 1 (Moncton area),1301,Zone 1 (Moncton area),19667,39.2074354465625,501.614037643574
492389572,M9W,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health,40684,27.497897299741958,1479.531309486045
492389575,L6T,BRAMPTON,35,3553,Peel,3553,Peel Public Health,38451,19.326152428902297,1989.5838109243336
492389610,M6A,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,21048,5.561715515535639,3784.443835936277
492389620,K1J,GLOUCESTER,35,3551,Ottawa,3551,Ottawa Public Health,26931,15.406383681402815,1748.0416272190243
492389624,N0C,MARKDALE,35,3533,Grey Bruce,3533,Grey Bruce Health Unit,15438,1314.0595462069166,11.748326051557086
492389644,V7M,NORTH VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,20181,3.7301504467223943,5410.2375462449845
492389649,V3M,NEW WESTMINSTER,59,5902,Fraser,591,Fraser,43423,10.451000877328514,4154.913056623893
492389653,K0K,QUINTE WEST,35,3538,Hastings Prince Edward,3538,Hastings and Prince Edward Counties Health Unit,111372,5728.320995286494,19.442346211331667
492389655,B3A,DARTMOUTH,12,1204,Zone 4 - Central,1204,Zone 4 - Central,20131,26.331853703292555,764.5113111608547
492389662,T2G,CALGARY,48,4832,Calgary,4832,Calgary Zone,14370,15.15101171645094,948.4515139274218
492389664,V9S,NANAIMO,59,5904,Island,593,Vancouver Island,16641,13.525704053195458,1230.3241246852915
492389666,M9R,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health,33743,6.7015098255152585,5035.134003911664
492389667,L5C,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,29687,12.307242520068895,2412.1569028635517
492389675,M1P,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,45571,11.297216840152355,4033.8253788342286
492389702,L4C,RICHMOND HILL,35,3570,York,3570,York Region Public Health,71152,23.60039904500313,3014.86427684217
492389708,V4M,DELTA,59,5902,Fraser,591,Fraser,14512,13.707670776959898,1058.6773082114019
492389722,T5T,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,69914,31.76048098906467,2201.2890807312338
492389743,M1B,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,66108,35.781376278429235,1847.5533049815397
492389783,K2J,NEPEAN,35,3551,Ottawa,3551,Ottawa Public Health,68963,48.7584073901742,1414.3817177649948
492389784,V1T,VERNON,59,5901,Interior,592,Interior,27997,24.13930549676507,1159.8096723930978
492389819,M9V,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health,55959,15.787466609229943,3544.5205608406022
492389823,L3Z,BRADFORD,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit,33666,177.65889395206347,189.49797137138475
492389844,V9V,NANAIMO,59,5904,Island,593,Vancouver Island,10934,6.181387398632805,1768.858557937717
492389863,T5G,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,12793,9.10518632172145,1405.0234172013434
492389867,L5A,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,47828,8.241923281747788,5803.014462160531
492389879,H4M,SAINT-LAURENT,24,2406,Montréal,2406,Région de Montréal,12325,2.295388959966843,5369.46034635369
492389881,V4M,DELTA,59,5902,Fraser,591,Fraser,14512,13.707670776959898,1058.6773082114019
492389903,P7K,THUNDER BAY,35,3562,Thunder Bay,3562,Thunder Bay District Health Unit,6521,121.21561057529595,53.79670134111419
492389916,H2A,MONTREAL,24,2406,Montréal,2406,Région de Montréal,19651,2.23685512963381,8785.101788517262
492389920,M9B,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health,32400,13.346605483228176,2427.5835560371515
492389937,E1B,RIVERVIEW,13,1301,Zone 1 (Moncton area),1301,Zone 1 (Moncton area),19667,39.2074354465625,501.614037643574
492389941,V2N,PRINCE GEORGE,59,5905,Northern,594,Northern,32137,3606.5854241099996,8.910644341089045
492389950,T5Z,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,30715,12.59601356146044,2438.469905588031
492389960,M4E,TORONTO,35,3595,Toronto,3595,Toronto Public Health,25044,3.7200155512745114,6732.229920764631
492389970,R2M,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,38195,15.646466669732607,2441.1262175815405
492389987,R3B,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,12963,2.5802791596559564,5023.875014255602
492390022,K7G,GANANOQUE,35,3543,Leeds Grenville and Lanark,3543,"Leeds, Grenville and Lanark District Health Unit",8297,103.7224053318431,79.99236012176046
492390041,N0M,PARKHILL,35,3539,Huron Perth,3539,Huron Perth Health Unit,64764,3670.35597000723,17.645155001102637
492390056,V5V,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,24560,3.7287210095910313,6586.708937683101
492390070,M2N,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,75897,9.55494918864651,7943.2133548321945
492390076,R0C,GIMLI,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority,52620,18994.35009131949,2.7702974698801404
492390096,B2T,FALL RIVER,12,1204,Zone 4 - Central,1204,Zone 4 - Central,16980,581.7594537693508,29.187321134160776
492390098,L4E,RICHMOND HILL,35,3570,York,3570,York Region Public Health,52207,51.77593804041809,1008.3255267967411
492390101,E4E,SUSSEX,13,1302,Zone 2 (Saint John area),1302,Zone 2 (Saint John area),8906,668.4822155046944,13.322717932407668
492390102,R2M,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,38195,15.646466669732607,2441.1262175815405
492390116,K1Y,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health,19774,6.952839610095181,2844.0178558540492
492390128,V4R,MAPLE RIDGE,59,5902,Fraser,591,Fraser,15285,186.28200265153944,82.0530152265554
