CID,FSA,Comm_Name,PR,HR,health_region,HR_UID,HR_NAME
493017248,L6R,BRAMPTON,35,3553,Peel,3553,Peel Public Health
493019471,H2T,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493021377,J4K,LONGUEUIL,24,2416,Montérégie,2416,Région de la Montérégie
493027900,H1K,ANJOU,24,2406,Montréal,2406,Région de Montréal
493031974,G0K,SAINTE-LUCE,24,2401,Bas-Saint-Laurent,2401,Région du Bas-Saint-Laurent
493034482,J8Y,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais
493040942,J4R,SAINT-LAMBERT,24,2416,Montérégie,2416,Région de la Montérégie
493050053,J6Y,TERREBONNE,24,2414,Lanaudière,2414,Région de Lanaudière
493054120,G0A,BOISCHATEL,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale
493054696,J8V,CANTLEY,24,2407,Outaouais,2407,Région de l'Outaouais
493070420,H4A,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493095771,H7N,LAVAL,24,2413,Laval,2413,Région de Laval
493099675,J7R,SAINT-EUSTACHE,24,2415,Laurentides,2415,Région des Laurentides
493101315,H3Z,WESTMOUNT,24,2406,Montréal,2406,Région de Montréal
493109378,J0X,WAKEFIELD,24,2407,Outaouais,2407,Région de l'Outaouais
493161321,J0S,SAINT-ANICET,24,2416,Montérégie,2416,Région de la Montérégie
493161576,J3Y,SAINT-HUBERT,24,2416,Montérégie,2416,Région de la Montérégie
493164051,H3W,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493164612,H4L,SAINT-LAURENT,24,2406,Montréal,2406,Région de Montréal
493167086,G8A,JONQUIERE,24,2402,Saguenay,2402,Région du Saguenay—Lac-Saint-Jean
493169412,L0A,MILLBROOK,35,3535,Haliburton Kawartha Pineridge,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit"
493169457,P1B,NORTH BAY,35,3547,North Bay Parry Sound,3547,North Bay Parry Sound District Health Unit
493169790,V5X,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
493169798,L6Z,BRAMPTON,35,3553,Peel,3553,Peel Public Health
493169916,R2V,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
493169960,N0H,PORT ELGIN,35,3533,Grey Bruce,3533,Grey Bruce Health Unit
493169980,H7X,LAVAL,24,2413,Laval,2413,Région de Laval
493169994,N7M,CHATHAM,35,3540,Chatham-Kent,3540,Chatham-Kent Health Unit
493170043,R1A,ST ANDREWS,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority
493170063,M6C,YORK,35,3595,Toronto,3595,Toronto Public Health
493170078,R2M,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
493170087,J7V,VAUDREUIL-DORION,24,2416,Montérégie,2416,Région de la Montérégie
493170130,N5X,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
493170208,R3N,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
493170250,N0B,PUSLINCH,35,3575,Southwestern,3575,Southwestern Public Health
493170278,T3M,CALGARY,48,4832,Calgary,4832,Calgary Zone
493170356,M4E,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493170434,N1E,GUELPH,35,3566,Wellington Dufferin Guelph,3566,Wellington-Dufferin-Guelph Health Unit
493170436,P7E,THUNDER BAY,35,3562,Thunder Bay,3562,Thunder Bay District Health Unit
493170471,K9A,COBOURG,35,3535,Haliburton Kawartha Pineridge,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit"
493170506,N4T,WOODSTOCK,35,3575,Southwestern,3575,Southwestern Public Health
493170512,S0G,BALGONIE,47,4705,Regina,475,Regina
493170530,J2J,GRANBY,24,2405,Estrie,2405,Région de l'Estrie
493170569,P3C,SUDBURY,35,3561,Sudbury,3561,Sudbury and District Health Unit
493170626,R2M,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
493170633,T4A,AIRDRIE,48,4832,Calgary,4832,Calgary Zone
493170668,K7P,KINGSTON,35,3541,Kingston Frontenac Lennox & Addington,3541,"Kingston, Frontenac and Lennox and Addington Health Unit"
493170684,K8N,BELLEVILLE,35,3538,Hastings Prince Edward,3538,Hastings and Prince Edward Counties Health Unit
493170771,G1K,QUEBEC,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale
493170783,K6J,CORNWALL,35,3558,Eastern,3558,Eastern Ontario Health Unit
493170857,H7M,LAVAL,24,2413,Laval,2413,Région de Laval
493170866,L4S,RICHMOND HILL,35,3570,York,3570,York Region Public Health
493170896,K2R,NEPEAN,35,3551,Ottawa,3551,Ottawa Public Health
493170921,P3E,SUDBURY,35,3561,Sudbury,3561,Sudbury and District Health Unit
493170930,T8R,MORINVILLE,48,4834,Edmonton,4834,Edmonton Zone
493170954,P0N,PORCUPINE,35,3556,Porcupine,3556,Porcupine Health Unit
493171012,T6J,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
493171037,L3X,NEWMARKET,35,3570,York,3570,York Region Public Health
493171058,M6H,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493171088,M1W,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
493171126,L0A,MILLBROOK,35,3535,Haliburton Kawartha Pineridge,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit"
493171131,K1B,GLOUCESTER,35,3551,Ottawa,3551,Ottawa Public Health
493171215,R5A,GRANDE POINTE,46,4605,Southern Health,4605,Southern Health—Santé Sud
493171234,M4Y,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493171243,M3A,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
493171249,L0L,TINY,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit
493171251,N0G,MOUNT FOREST,35,3533,Grey Bruce,3533,Grey Bruce Health Unit
493171254,L4Y,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health
493171281,N8W,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit
493171290,L5G,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health
493171311,G2C,QUEBEC,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale
493171334,K1H,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health
493171345,R0A,NIVERVILLE,46,4605,Southern Health,4605,Southern Health—Santé Sud
493171349,R2J,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
493171352,N0G,MOUNT FOREST,35,3533,Grey Bruce,3533,Grey Bruce Health Unit
493171400,M4G,EAST YORK,35,3595,Toronto,3595,Toronto Public Health
493171426,T5H,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
493171434,M4S,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493171448,M3C,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
493171496,K1R,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health
493171517,G2J,QUEBEC,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale
493171520,L9M,PENETANGUISHENE,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit
493171579,L8V,HAMILTON,35,3537,Hamilton,3537,Hamilton Public Health Services
493171642,K0K,QUINTE WEST,35,3538,Hastings Prince Edward,3538,Hastings and Prince Edward Counties Health Unit
493171683,L9S,INNISFIL,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit
493171696,N1L,GUELPH,35,3566,Wellington Dufferin Guelph,3566,Wellington-Dufferin-Guelph Health Unit
493171704,T1J,LETHBRIDGE,48,4831,South,4831,South Zone
493171708,L9W,ORANGEVILLE,35,3566,Wellington Dufferin Guelph,3566,Wellington-Dufferin-Guelph Health Unit
493171728,M1W,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
493171746,T1K,LETHBRIDGE,48,4831,South,4831,South Zone
493171749,K8P,BELLEVILLE,35,3538,Hastings Prince Edward,3538,Hastings and Prince Edward Counties Health Unit
493171774,M9C,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health
493171775,M2J,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
493171845,N0L,KOMOKA,35,3575,Southwestern,3575,Southwestern Public Health
493171846,H1X,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493171873,K6H,CORNWALL,35,3558,Eastern,3558,Eastern Ontario Health Unit
493171874,H7R,LAVAL,24,2413,Laval,2413,Région de Laval
493171909,H2T,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493171935,L9X,MIDHURST,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit
493171940,N8W,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit
493171949,K4R,RUSSELL,35,3558,Eastern,3558,Eastern Ontario Health Unit
493171965,N2H,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health"
493171969,K0C,ALEXANDRIA,35,3558,Eastern,3558,Eastern Ontario Health Unit
493171982,L5L,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health
493172006,N5Z,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
493172054,J8T,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais
493172075,L6M,OAKVILLE,35,3536,Halton,3536,Halton Region Health Department
493172112,N3T,BRANTFORD,35,3527,Brant,3527,Brant County Health Unit
493172130,H1R,SAINT-LEONARD,24,2406,Montréal,2406,Région de Montréal
493172135,K2M,KANATA,35,3551,Ottawa,3551,Ottawa Public Health
493172181,M4W,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493172194,L8E,STONEY CREEK,35,3537,Hamilton,3537,Hamilton Public Health Services
493172199,L9X,MIDHURST,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit
493172200,H2K,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493172237,P8T,SIOUX LOOKOUT,35,3549,Northwestern,3549,Northwestern Health Unit
493172247,N3R,BRANTFORD,35,3527,Brant,3527,Brant County Health Unit
493172253,M8V,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health
493172266,M6S,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493172269,L9T,MILTON,35,3536,Halton,3536,Halton Region Health Department
493172293,V5N,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
493172298,K9J,PETERBOROUGH,35,3555,Peterborough,3555,Peterborough Public Health
493172319,L1X,PICKERING,35,3530,Durham,3530,Durham Region Health Department
493172351,P1B,NORTH BAY,35,3547,North Bay Parry Sound,3547,North Bay Parry Sound District Health Unit
493172364,L2M,ST CATHARINES,35,3546,Niagara,3546,Niagara Region Public Health Department
493172395,R5G,STEINBACH,46,4605,Southern Health,4605,Southern Health—Santé Sud
493172407,M9C,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health
493172430,P1B,NORTH BAY,35,3547,North Bay Parry Sound,3547,North Bay Parry Sound District Health Unit
493172433,H9H,PIERREFONDS,24,2406,Montréal,2406,Région de Montréal
493172467,L9W,ORANGEVILLE,35,3566,Wellington Dufferin Guelph,3566,Wellington-Dufferin-Guelph Health Unit
493172530,M3A,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
493172536,L4C,RICHMOND HILL,35,3570,York,3570,York Region Public Health
493172537,T6V,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
493172576,K8V,TRENTON,35,3538,Hastings Prince Edward,3538,Hastings and Prince Edward Counties Health Unit
493172585,H4R,SAINT-LAURENT,24,2406,Montréal,2406,Région de Montréal
493172588,P1P,GRAVENHURST,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit
493172602,M5J,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493172606,M5V,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493172620,K7R,NAPANEE,35,3541,Kingston Frontenac Lennox & Addington,3541,"Kingston, Frontenac and Lennox and Addington Health Unit"
493172646,M1J,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
493172722,V0N,WHISTLER,59,5904,Island,593,Vancouver Island
493172743,L4J,THORNHILL,35,3570,York,3570,York Region Public Health
493172770,S4P,REGINA,47,4705,Regina,475,Regina
493172788,P8N,DRYDEN,35,3549,Northwestern,3549,Northwestern Health Unit
493172795,M5A,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493172798,N6H,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
493172817,M5M,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
493172850,R2N,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
493172852,N8X,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit
493172868,L5H,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health
493172879,L3V,ORILLIA,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit
493172926,J7V,VAUDREUIL-DORION,24,2416,Montérégie,2416,Région de la Montérégie
493172935,L9S,INNISFIL,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit
493173008,N5P,ST THOMAS,35,3575,Southwestern,3575,Southwestern Public Health
493173011,M6S,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493173017,K1Y,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health
493173025,R7C,BRANDON,46,4602,Prairie Mountain,4602,Prairie Mountain Health
493173036,P6A,SAULT STE. MARIE,35,3526,Algoma,3526,Algoma Public Health Unit
493173042,M5M,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
493173062,M8Y,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health
493173078,R3G,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
493173112,P7C,THUNDER BAY,35,3562,Thunder Bay,3562,Thunder Bay District Health Unit
493173120,L1P,WHITBY,35,3530,Durham,3530,Durham Region Health Department
493173154,N5Z,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
493173166,V4R,MAPLE RIDGE,59,5902,Fraser,591,Fraser
493173174,J0K,RAWDON,24,2414,Lanaudière,2414,Région de Lanaudière
493173175,K2K,KANATA,35,3551,Ottawa,3551,Ottawa Public Health
493173207,R2J,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
493173230,L1G,OSHAWA,35,3530,Durham,3530,Durham Region Health Department
493173248,V6H,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
493173250,K8V,TRENTON,35,3538,Hastings Prince Edward,3538,Hastings and Prince Edward Counties Health Unit
493173263,P0A,DUNCHURCH,35,3547,North Bay Parry Sound,3547,North Bay Parry Sound District Health Unit
493173279,V8V,VICTORIA,59,5904,Island,593,Vancouver Island
493173285,L0B,ORONO,35,3530,Durham,3530,Durham Region Health Department
493173338,N9Y,KINGSVILLE,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit
493173339,L7T,BURLINGTON,35,3536,Halton,3536,Halton Region Health Department
493173352,K8V,TRENTON,35,3538,Hastings Prince Edward,3538,Hastings and Prince Edward Counties Health Unit
493173354,L8B,WATERDOWN,35,3537,Hamilton,3537,Hamilton Public Health Services
493173360,R3R,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
493173377,M8V,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health
493173439,P2A,SEGUIN,35,3547,North Bay Parry Sound,3547,North Bay Parry Sound District Health Unit
493173443,T2E,CALGARY,48,4832,Calgary,4832,Calgary Zone
493173460,P0M,CHELMSFORD,35,3561,Sudbury,3561,Sudbury and District Health Unit
493173468,V1Y,KELOWNA,59,5901,Interior,592,Interior
493173470,K0E,PRESCOTT,35,3543,Leeds Grenville and Lanark,3543,"Leeds, Grenville and Lanark District Health Unit"
493173544,S7H,SASKATOON,47,4704,Saskatoon,474,Saskatoon
493173564,M5A,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493173565,S4W,REGINA,47,4705,Regina,475,Regina
493173585,N4L,MEAFORD,35,3533,Grey Bruce,3533,Grey Bruce Health Unit
493173616,M4C,EAST YORK,35,3595,Toronto,3595,Toronto Public Health
493173620,M2M,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
493173636,L1K,OSHAWA,35,3530,Durham,3530,Durham Region Health Department
493173641,M3C,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
493173651,J0H,ACTON VALE,24,2416,Montérégie,2416,Région de la Montérégie
493173666,R2P,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
493173719,H8N,LASALLE,24,2406,Montréal,2406,Région de Montréal
493173726,M1K,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
493173731,H3Z,WESTMOUNT,24,2406,Montréal,2406,Région de Montréal
493173736,L7L,BURLINGTON,35,3536,Halton,3536,Halton Region Health Department
493173739,P7G,THUNDER BAY,35,3562,Thunder Bay,3562,Thunder Bay District Health Unit
493173743,P0J,NEW LISKEARD,35,3563,Timiskaming,3563,Timiskaming Health Unit
493173756,L2M,ST CATHARINES,35,3546,Niagara,3546,Niagara Region Public Health Department
493173766,M4M,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493173842,M6K,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493173848,M9A,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health
493173872,K7L,KINGSTON,35,3541,Kingston Frontenac Lennox & Addington,3541,"Kingston, Frontenac and Lennox and Addington Health Unit"
493173890,S6H,MOOSE JAW,47,4706,South,476,South
493173897,J1J,SHERBROOKE,24,2405,Estrie,2405,Région de l'Estrie
493173936,H9R,POINTE-CLAIRE,24,2406,Montréal,2406,Région de Montréal
493173941,L0M,ANGUS,35,3566,Wellington Dufferin Guelph,3566,Wellington-Dufferin-Guelph Health Unit
493173963,M4Y,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493173991,M5A,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493173992,L1H,OSHAWA,35,3530,Durham,3530,Durham Region Health Department
493174052,K1G,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health
493174084,L3R,MARKHAM,35,3570,York,3570,York Region Public Health
493174093,R0E,OAKBANK,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority
493174124,N0K,MITCHELL,35,3539,Huron Perth,3539,Huron Perth Health Unit
493174126,V4L,DELTA,59,5902,Fraser,591,Fraser
493174137,M1M,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
493174138,L4N,BARRIE,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit
493174178,K0M,MINDEN,35,3535,Haliburton Kawartha Pineridge,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit"
493174239,N2L,WATERLOO,35,3565,Waterloo,3565,"Region of Waterloo, Public Health"
493174259,L5L,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health
493174268,R1A,ST ANDREWS,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority
493174277,M8V,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health
493174323,N0R,BELLE RIVER,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit
493174390,S4V,REGINA,47,4705,Regina,475,Regina
493174440,M6S,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493174462,K2G,NEPEAN,35,3551,Ottawa,3551,Ottawa Public Health
493174509,P3B,SUDBURY,35,3561,Sudbury,3561,Sudbury and District Health Unit
493174514,N0G,MOUNT FOREST,35,3533,Grey Bruce,3533,Grey Bruce Health Unit
493174540,L1G,OSHAWA,35,3530,Durham,3530,Durham Region Health Department
493174632,M5N,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493174640,L1B,NEWCASTLE,35,3530,Durham,3530,Durham Region Health Department
493174651,L7M,BURLINGTON,35,3536,Halton,3536,Halton Region Health Department
493174657,L4J,THORNHILL,35,3570,York,3570,York Region Public Health
493174686,L3R,MARKHAM,35,3570,York,3570,York Region Public Health
493174701,H4K,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493174723,T1H,LETHBRIDGE,48,4831,South,4831,South Zone
493174735,L4X,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health
493174752,N9G,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit
493174765,K0K,QUINTE WEST,35,3538,Hastings Prince Edward,3538,Hastings and Prince Edward Counties Health Unit
493174770,J0R,SAINT-SAUVEUR,24,2415,Laurentides,2415,Région des Laurentides
493174815,V4N,SURREY,59,5902,Fraser,591,Fraser
493174844,M2H,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
493174879,L1G,OSHAWA,35,3530,Durham,3530,Durham Region Health Department
493174903,R0G,ALTONA,46,4605,Southern Health,4605,Southern Health—Santé Sud
493174949,L3T,THORNHILL,35,3570,York,3570,York Region Public Health
493174952,M6H,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493175071,L5N,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health
493175074,L2M,ST CATHARINES,35,3546,Niagara,3546,Niagara Region Public Health Department
493175093,K1R,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health
493175100,G0N,ADSTOCK,24,2412,Chaudière-Appalaches,2412,Région de la Chaudière-Appalaches
493175107,V7K,NORTH VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
493175120,M1T,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
493175138,L4C,RICHMOND HILL,35,3570,York,3570,York Region Public Health
493175151,K6A,HAWKESBURY,35,3558,Eastern,3558,Eastern Ontario Health Unit
493175162,P3C,SUDBURY,35,3561,Sudbury,3561,Sudbury and District Health Unit
493175197,T6J,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
493175238,M5R,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493175276,L6B,MARKHAM,35,3570,York,3570,York Region Public Health
493175278,N6A,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
493175288,M6G,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493175302,S7K,SASKATOON,47,4704,Saskatoon,474,Saskatoon
493175336,N8N,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit
493175376,T2H,CALGARY,48,4832,Calgary,4832,Calgary Zone
493175392,L1C,BOWMANVILLE,35,3530,Durham,3530,Durham Region Health Department
493175398,P0H,CORBEIL,35,3547,North Bay Parry Sound,3547,North Bay Parry Sound District Health Unit
493175399,M1T,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
493175404,L2T,ST CATHARINES,35,3546,Niagara,3546,Niagara Region Public Health Department
493175409,K8N,BELLEVILLE,35,3538,Hastings Prince Edward,3538,Hastings and Prince Edward Counties Health Unit
493175437,J6W,TERREBONNE,24,2414,Lanaudière,2414,Région de Lanaudière
493175463,M9W,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health
493175509,M1R,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
493175526,N2N,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health"
493175534,N5Z,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
493175541,T3K,CALGARY,48,4832,Calgary,4832,Calgary Zone
493175543,L7G,GEORGETOWN,35,3536,Halton,3536,Halton Region Health Department
493175629,J6W,TERREBONNE,24,2414,Lanaudière,2414,Région de Lanaudière
493175632,L3V,ORILLIA,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit
493175635,K1C,ORLEANS,35,3551,Ottawa,3551,Ottawa Public Health
493175637,L5N,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health
493175641,N8A,WALLACEBURG,35,3540,Chatham-Kent,3540,Chatham-Kent Health Unit
493175673,R2R,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
493175718,K4A,ORLEANS,35,3551,Ottawa,3551,Ottawa Public Health
493175736,N2T,WATERLOO,35,3565,Waterloo,3565,"Region of Waterloo, Public Health"
493175792,K1E,ORLEANS,35,3551,Ottawa,3551,Ottawa Public Health
493175811,M6E,YORK,35,3595,Toronto,3595,Toronto Public Health
493175814,L3P,MARKHAM,35,3570,York,3570,York Region Public Health
493175845,K1H,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health
493175883,K7A,SMITHS FALLS,35,3543,Leeds Grenville and Lanark,3543,"Leeds, Grenville and Lanark District Health Unit"
493175902,L0G,MOUNT ALBERT,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit
493175954,T8A,SHERWOOD PARK,48,4834,Edmonton,4834,Edmonton Zone
493175981,L0R,BEAMSVILLE,35,3546,Niagara,3546,Niagara Region Public Health Department
493176015,L5C,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health
493176077,K0E,PRESCOTT,35,3543,Leeds Grenville and Lanark,3543,"Leeds, Grenville and Lanark District Health Unit"
493176084,N8Y,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit
493176090,L9G,ANCASTER,35,3537,Hamilton,3537,Hamilton Public Health Services
493176096,N0C,MARKDALE,35,3533,Grey Bruce,3533,Grey Bruce Health Unit
493176125,L7M,BURLINGTON,35,3536,Halton,3536,Halton Region Health Department
493176127,K9J,PETERBOROUGH,35,3555,Peterborough,3555,Peterborough Public Health
493176137,M4X,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493176140,H3E,VERDUN,24,2406,Montréal,2406,Région de Montréal
493176143,N8N,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit
493176146,L3R,MARKHAM,35,3570,York,3570,York Region Public Health
493176170,P0P,MASSEY,35,3561,Sudbury,3561,Sudbury and District Health Unit
493176186,L4S,RICHMOND HILL,35,3570,York,3570,York Region Public Health
493176276,H1N,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493176282,T3H,CALGARY,48,4832,Calgary,4832,Calgary Zone
493176290,N5L,PORT STANLEY,35,3575,Southwestern,3575,Southwestern Public Health
493176302,P7G,THUNDER BAY,35,3562,Thunder Bay,3562,Thunder Bay District Health Unit
493176337,T5M,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
493176355,N8N,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit
493176364,N9J,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit
493176372,M4N,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493176379,J9Y,ROUYN-NORANDA,24,2408,Abitibi-Témiscamingue,2408,Région de l'Abitibi-Témiscamingue
493176417,V7S,WEST VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
493176419,M6R,TORONTO,35,3595,Toronto,3595,Toronto Public Health
493176450,M2K,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
493176459,M2N,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
493176484,V2Y,LANGLEY,59,5902,Fraser,591,Fraser
493176497,M3M,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
493176510,M9M,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
493176531,L1N,WHITBY,35,3530,Durham,3530,Durham Region Health Department
493176560,L8K,HAMILTON,35,3537,Hamilton,3537,Hamilton Public Health Services
493176561,V2K,PRINCE GEORGE,59,5905,Northern,594,Northern
493176570,P3Y,LIVELY,35,3561,Sudbury,3561,Sudbury and District Health Unit
493176582,M4C,EAST YORK,35,3595,Toronto,3595,Toronto Public Health
493176634,V2P,CHILLIWACK,59,5902,Fraser,591,Fraser
493176646,K6V,BROCKVILLE,35,3543,Leeds Grenville and Lanark,3543,"Leeds, Grenville and Lanark District Health Unit"
493176653,K6J,CORNWALL,35,3558,Eastern,3558,Eastern Ontario Health Unit
493176663,N3A,NEW HAMBURG,35,3565,Waterloo,3565,"Region of Waterloo, Public Health"
493176677,S7N,SASKATOON,47,4704,Saskatoon,474,Saskatoon
